account_id,customer_id,bank_name,branch_name,bank_code,swift_code,account_type,opening_date,balance,status,interest_rate,currency
ACC525955,CUS29325,TymeBank,Digital,678910,TYMEZAJJ,Savings,2022-08-19,46687.41,Active,10.35,ZAR
ACC651921,CUS29325,Standard Bank,Century City,051001,SBZAZAJJ,Credit Card,2023-08-16,417157.99,Dormant,6.06,ZAR
ACC500973,CUS44408,Standard Bank,Rosebank,051001,SBZAZAJJ,Credit Card,2022-11-26,77957.98,Dormant,3.81,ZAR
ACC914213,CUS44408,Capitec,Midrand,470010,CABLZAJJ,Savings,2022-02-14,571994.51,Dormant,3.89,ZAR
ACC527555,CUS17707,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2022-02-28,961513.08,Active,7.12,ZAR
ACC886365,CUS17707,ABSA,Durban Central,632005,ABSAZAJJ,Current,2023-05-03,807725.58,Active,9.96,ZAR
ACC156580,CUS17707,Capitec,Pinetown,470010,CABLZAJJ,Current,2020-11-24,492114.04,Active,10.91,ZAR
ACC866632,CUS28286,ABSA,Cape Town CBD,632005,ABSAZAJJ,Investment,2020-05-07,467005.35,Active,9.97,ZAR
ACC829565,CUS28286,TymeBank,Digital,678910,TYMEZAJJ,Investment,2020-06-16,330882.04,Active,7.28,ZAR
ACC877610,CUS28286,ABSA,Durban Central,632005,ABSAZAJJ,Credit Card,2021-05-28,352881.92,Dormant,11.49,ZAR
ACC533031,CUS16415,Nedbank,Hatfield,198765,NEDSZAJJ,Investment,2023-07-11,977730.57,Active,4.12,ZAR
ACC352503,CUS16415,Standard Bank,Brooklyn,051001,SBZAZAJJ,Savings,2022-04-12,765126.71,Closed,4.63,ZAR
ACC155460,CUS58722,Capitec,Claremont,470010,CABLZAJJ,Savings,2021-12-24,920215.22,Active,9.98,ZAR
ACC118703,CUS39950,TymeBank,Digital,678910,TYMEZAJJ,Savings,2021-01-03,241977.63,Active,5.89,ZAR
ACC573491,CUS74883,Capitec,Claremont,470010,CABLZAJJ,Home Loan,2021-05-26,831088.68,Dormant,9.8,ZAR
ACC765355,CUS74883,FNB,Gateway,250655,FIRNZAJJ,Home Loan,2021-12-15,534331.79,Active,6.71,ZAR
ACC254742,CUS74883,ABSA,Sandton,632005,ABSAZAJJ,Credit Card,2020-12-29,989492.99,Active,3.85,ZAR
ACC177735,CUS74883,FNB,Gateway,250655,FIRNZAJJ,Investment,2022-01-08,982884.64,Active,4.58,ZAR
ACC304815,CUS68764,Nedbank,Rivonia,198765,NEDSZAJJ,Home Loan,2022-03-09,472873.98,Closed,8.49,ZAR
ACC897118,CUS18664,Capitec,Pinetown,470010,CABLZAJJ,Home Loan,2020-09-16,161449.68,Closed,3.74,ZAR
ACC522911,CUS18664,ABSA,Pretoria Central,632005,ABSAZAJJ,Investment,2020-03-12,8363.93,Active,6.0,ZAR
ACC549725,CUS18664,Standard Bank,Umhlanga,051001,SBZAZAJJ,Investment,2023-12-28,227234.19,Active,7.75,ZAR
ACC784918,CUS80095,Nedbank,Hatfield,198765,NEDSZAJJ,Investment,2023-09-14,601718.6,Closed,5.09,ZAR
ACC934668,CUS80095,Capitec,Pinetown,470010,CABLZAJJ,Home Loan,2023-01-18,186640.82,Closed,11.43,ZAR
ACC251786,CUS14445,ABSA,Durban Central,632005,ABSAZAJJ,Credit Card,2024-07-03,429545.47,Active,9.57,ZAR
ACC257619,CUS92818,Capitec,Midrand,470010,CABLZAJJ,Credit Card,2023-06-01,918717.01,Dormant,4.08,ZAR
ACC977732,CUS92818,TymeBank,Digital,678910,TYMEZAJJ,Current,2024-04-18,823890.05,Active,5.34,ZAR
ACC758002,CUS92818,Nedbank,Hatfield,198765,NEDSZAJJ,Investment,2020-06-05,106372.96,Closed,6.18,ZAR
ACC635133,CUS92818,Nedbank,Hatfield,198765,NEDSZAJJ,Investment,2024-02-15,353813.6,Dormant,5.59,ZAR
ACC786521,CUS18755,ABSA,Sandton,632005,ABSAZAJJ,Home Loan,2021-06-21,51950.64,Dormant,3.78,ZAR
ACC647308,CUS18755,Capitec,Midrand,470010,CABLZAJJ,Credit Card,2021-04-15,299330.45,Active,4.45,ZAR
ACC497538,CUS18755,TymeBank,Digital,678910,TYMEZAJJ,Investment,2022-08-30,59754.45,Active,5.7,ZAR
ACC332064,CUS18755,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2020-04-10,983333.04,Active,4.07,ZAR
ACC801758,CUS10306,ABSA,Cape Town CBD,632005,ABSAZAJJ,Investment,2021-11-17,171178.62,Active,8.55,ZAR
ACC571714,CUS10306,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2023-06-05,182404.74,Active,6.15,ZAR
ACC242900,CUS50049,Nedbank,Musgrave,198765,NEDSZAJJ,Home Loan,2022-02-19,889609.38,Dormant,6.87,ZAR
ACC394681,CUS50049,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2022-05-15,801968.34,Closed,6.51,ZAR
ACC301262,CUS50049,Standard Bank,Brooklyn,051001,SBZAZAJJ,Savings,2023-12-26,320483.2,Closed,6.08,ZAR
ACC751395,CUS50049,TymeBank,Digital,678910,TYMEZAJJ,Investment,2020-03-30,270559.87,Closed,10.29,ZAR
ACC107035,CUS98375,FNB,Fourways,250655,FIRNZAJJ,Home Loan,2021-04-16,268212.51,Closed,4.6,ZAR
ACC772636,CUS98375,Discovery Bank,Lynnwood,679000,DISCJJ,Current,2024-01-19,24275.43,Active,9.24,ZAR
ACC282576,CUS20588,Capitec,Midrand,470010,CABLZAJJ,Savings,2024-04-20,437489.76,Closed,4.53,ZAR
ACC579431,CUS20588,Nedbank,Musgrave,198765,NEDSZAJJ,Current,2022-10-24,893120.7,Closed,7.7,ZAR
ACC417850,CUS20588,Nedbank,Musgrave,198765,NEDSZAJJ,Current,2020-09-03,100730.27,Active,5.94,ZAR
ACC642217,CUS33849,Standard Bank,Rosebank,051001,SBZAZAJJ,Home Loan,2020-02-18,206237.66,Active,4.48,ZAR
ACC388586,CUS33849,Standard Bank,Brooklyn,051001,SBZAZAJJ,Investment,2020-05-13,470283.13,Dormant,5.67,ZAR
ACC444277,CUS33849,Capitec,Midrand,470010,CABLZAJJ,Current,2022-03-15,729212.28,Dormant,4.14,ZAR
ACC450819,CUS64324,FNB,Fourways,250655,FIRNZAJJ,Investment,2023-04-19,722817.67,Active,4.12,ZAR
ACC565604,CUS64324,Nedbank,Hatfield,198765,NEDSZAJJ,Savings,2023-02-14,798158.35,Active,5.45,ZAR
ACC200950,CUS64324,ABSA,Durban Central,632005,ABSAZAJJ,Credit Card,2020-06-28,704657.59,Closed,4.88,ZAR
ACC627729,CUS64324,Standard Bank,Century City,051001,SBZAZAJJ,Current,2021-07-08,580493.85,Closed,4.48,ZAR
ACC801575,CUS58876,TymeBank,Digital,678910,TYMEZAJJ,Investment,2020-02-28,876099.67,Active,8.64,ZAR
ACC677938,CUS58876,ABSA,Cape Town CBD,632005,ABSAZAJJ,Credit Card,2023-09-28,408546.45,Closed,4.48,ZAR
ACC131907,CUS58876,Nedbank,Hatfield,198765,NEDSZAJJ,Savings,2023-04-13,985435.53,Dormant,5.23,ZAR
ACC643994,CUS71827,TymeBank,Digital,678910,TYMEZAJJ,Savings,2023-08-13,289217.36,Closed,5.19,ZAR
ACC367071,CUS71827,TymeBank,Digital,678910,TYMEZAJJ,Investment,2024-01-07,137354.85,Dormant,10.65,ZAR
ACC744698,CUS71827,Standard Bank,Brooklyn,051001,SBZAZAJJ,Current,2020-06-06,918514.43,Dormant,6.39,ZAR
ACC208648,CUS71827,FNB,Menlyn,250655,FIRNZAJJ,Investment,2024-06-25,608279.19,Active,8.78,ZAR
ACC317268,CUS71814,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2020-08-23,610875.21,Closed,7.49,ZAR
ACC806848,CUS71814,Capitec,Claremont,470010,CABLZAJJ,Current,2021-01-07,950608.96,Active,6.1,ZAR
ACC427446,CUS39200,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2020-08-18,853756.12,Active,8.1,ZAR
ACC622483,CUS39200,Standard Bank,Rosebank,051001,SBZAZAJJ,Current,2020-12-23,325679.91,Dormant,6.77,ZAR
ACC713450,CUS12000,Capitec,Pinetown,470010,CABLZAJJ,Investment,2023-08-28,820725.03,Dormant,10.95,ZAR
ACC255086,CUS12000,Capitec,Centurion,470010,CABLZAJJ,Investment,2020-11-22,249905.44,Active,4.31,ZAR
ACC838144,CUS12000,Capitec,Midrand,470010,CABLZAJJ,Home Loan,2020-06-06,21462.97,Active,8.53,ZAR
ACC269223,CUS83506,Standard Bank,Century City,051001,SBZAZAJJ,Credit Card,2020-08-03,765558.79,Closed,4.84,ZAR
ACC613165,CUS88675,FNB,Menlyn,250655,FIRNZAJJ,Investment,2021-02-03,937957.63,Dormant,8.22,ZAR
ACC465799,CUS88675,ABSA,Durban Central,632005,ABSAZAJJ,Current,2020-06-26,142059.56,Active,10.89,ZAR
ACC785722,CUS88675,Nedbank,Musgrave,198765,NEDSZAJJ,Savings,2023-04-22,767264.32,Active,10.72,ZAR
ACC155934,CUS62943,ABSA,Durban Central,632005,ABSAZAJJ,Savings,2021-01-05,976761.11,Active,6.23,ZAR
ACC850717,CUS62943,ABSA,Durban Central,632005,ABSAZAJJ,Investment,2023-09-10,455958.07,Active,7.8,ZAR
ACC982703,CUS62943,ABSA,Cape Town CBD,632005,ABSAZAJJ,Investment,2021-03-09,519729.57,Closed,6.35,ZAR
ACC112066,CUS54257,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2023-10-29,930918.56,Closed,8.87,ZAR
ACC499781,CUS54257,Capitec,Pinetown,470010,CABLZAJJ,Current,2023-05-04,324251.07,Closed,10.15,ZAR
ACC448862,CUS54257,TymeBank,Digital,678910,TYMEZAJJ,Current,2024-05-08,126830.67,Active,8.69,ZAR
ACC975574,CUS10377,FNB,Gateway,250655,FIRNZAJJ,Home Loan,2021-02-10,495282.74,Active,11.24,ZAR
ACC508293,CUS10377,Nedbank,Rivonia,198765,NEDSZAJJ,Current,2024-08-21,908467.6,Active,5.37,ZAR
ACC617030,CUS10377,Standard Bank,Century City,051001,SBZAZAJJ,Home Loan,2022-07-09,715283.43,Dormant,9.67,ZAR
ACC749765,CUS61014,Standard Bank,Brooklyn,051001,SBZAZAJJ,Home Loan,2023-08-04,765819.5,Active,10.38,ZAR
ACC454386,CUS69825,Capitec,Midrand,470010,CABLZAJJ,Credit Card,2021-01-19,115431.76,Active,9.4,ZAR
ACC475154,CUS69825,Capitec,Claremont,470010,CABLZAJJ,Savings,2021-04-19,847964.08,Closed,9.39,ZAR
ACC220556,CUS69825,Standard Bank,Century City,051001,SBZAZAJJ,Current,2020-08-02,496943.9,Active,3.76,ZAR
ACC462446,CUS69825,Standard Bank,Umhlanga,051001,SBZAZAJJ,Savings,2020-09-14,758172.01,Active,4.89,ZAR
ACC435127,CUS38204,Discovery Bank,Ballito,679000,DISCJJ,Investment,2021-05-25,734720.45,Active,9.32,ZAR
ACC842488,CUS38204,Capitec,Pinetown,470010,CABLZAJJ,Current,2022-06-12,665939.03,Active,9.03,ZAR
ACC344668,CUS38204,TymeBank,Digital,678910,TYMEZAJJ,Current,2022-04-01,905758.54,Active,8.35,ZAR
ACC790854,CUS60051,Standard Bank,Century City,051001,SBZAZAJJ,Credit Card,2023-01-18,627354.42,Active,9.87,ZAR
ACC814028,CUS60051,ABSA,Cape Town CBD,632005,ABSAZAJJ,Investment,2021-05-22,211611.9,Dormant,6.61,ZAR
ACC947681,CUS39516,Discovery Bank,Lynnwood,679000,DISCJJ,Credit Card,2024-05-15,430877.06,Closed,11.22,ZAR
ACC776142,CUS35663,Nedbank,Rivonia,198765,NEDSZAJJ,Savings,2022-11-10,210807.42,Active,11.55,ZAR
ACC322053,CUS35663,ABSA,Pretoria Central,632005,ABSAZAJJ,Investment,2020-01-08,502659.28,Active,8.36,ZAR
ACC445836,CUS35663,ABSA,Cape Town CBD,632005,ABSAZAJJ,Current,2021-07-16,630056.99,Dormant,10.52,ZAR
ACC967755,CUS81223,ABSA,Sandton,632005,ABSAZAJJ,Credit Card,2024-02-06,551618.64,Closed,9.43,ZAR
ACC556541,CUS19966,ABSA,Cape Town CBD,632005,ABSAZAJJ,Home Loan,2024-03-12,102248.85,Active,11.16,ZAR
ACC949680,CUS19966,FNB,Tyger Valley,250655,FIRNZAJJ,Credit Card,2020-04-14,202707.31,Active,4.72,ZAR
ACC163237,CUS55879,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2022-11-24,899415.34,Dormant,4.74,ZAR
ACC145443,CUS55879,Discovery Bank,Sea Point,679000,DISCJJ,Credit Card,2022-11-10,920819.5,Active,4.11,ZAR
ACC732472,CUS45134,Capitec,Midrand,470010,CABLZAJJ,Investment,2022-06-29,633621.62,Active,10.63,ZAR
ACC725379,CUS45134,ABSA,Cape Town CBD,632005,ABSAZAJJ,Home Loan,2022-10-25,676182.05,Dormant,11.39,ZAR
ACC462899,CUS45134,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2021-08-11,426006.56,Active,8.6,ZAR
ACC337033,CUS45134,Standard Bank,Umhlanga,051001,SBZAZAJJ,Investment,2020-12-06,958031.55,Active,7.46,ZAR
ACC427928,CUS51704,FNB,Fourways,250655,FIRNZAJJ,Current,2020-04-07,153463.91,Dormant,9.0,ZAR
ACC757102,CUS51704,FNB,Tyger Valley,250655,FIRNZAJJ,Savings,2021-07-19,7285.65,Active,7.72,ZAR
ACC452330,CUS51704,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Savings,2022-05-29,915719.37,Active,11.12,ZAR
ACC599629,CUS75627,Discovery Bank,Lynnwood,679000,DISCJJ,Savings,2020-02-20,274753.14,Active,8.84,ZAR
ACC202110,CUS75627,Discovery Bank,Lynnwood,679000,DISCJJ,Credit Card,2022-08-02,64341.32,Closed,4.25,ZAR
ACC828729,CUS75627,ABSA,Pretoria Central,632005,ABSAZAJJ,Current,2024-11-21,269288.41,Active,6.1,ZAR
ACC122182,CUS75627,ABSA,Cape Town CBD,632005,ABSAZAJJ,Current,2020-07-28,750966.82,Active,9.85,ZAR
ACC119973,CUS55429,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Savings,2022-08-23,374865.13,Dormant,8.69,ZAR
ACC440079,CUS55429,Standard Bank,Umhlanga,051001,SBZAZAJJ,Current,2020-03-30,830943.15,Active,3.65,ZAR
ACC264086,CUS53889,Discovery Bank,Sandton,679000,DISCJJ,Current,2024-06-13,96280.54,Active,10.99,ZAR
ACC330634,CUS42104,ABSA,Durban Central,632005,ABSAZAJJ,Home Loan,2023-12-26,822772.14,Closed,8.32,ZAR
ACC766859,CUS42104,Standard Bank,Umhlanga,051001,SBZAZAJJ,Savings,2024-04-02,491771.17,Active,7.46,ZAR
ACC164191,CUS42104,ABSA,Durban Central,632005,ABSAZAJJ,Current,2021-02-01,708126.1,Active,4.54,ZAR
ACC853906,CUS42104,Standard Bank,Umhlanga,051001,SBZAZAJJ,Home Loan,2020-11-27,552275.46,Active,4.01,ZAR
ACC494459,CUS95787,ABSA,Pretoria Central,632005,ABSAZAJJ,Savings,2024-05-04,624481.71,Active,10.85,ZAR
ACC521393,CUS95787,Nedbank,Hatfield,198765,NEDSZAJJ,Investment,2022-12-18,471620.41,Active,7.7,ZAR
ACC554573,CUS42565,Nedbank,Hatfield,198765,NEDSZAJJ,Savings,2023-04-23,763342.87,Active,8.93,ZAR
ACC650267,CUS42565,FNB,Gateway,250655,FIRNZAJJ,Current,2020-08-11,231096.05,Active,11.32,ZAR
ACC389557,CUS67208,Nedbank,Rivonia,198765,NEDSZAJJ,Credit Card,2020-09-18,153273.65,Active,12.0,ZAR
ACC338623,CUS67208,Capitec,Midrand,470010,CABLZAJJ,Current,2021-12-23,665790.54,Active,10.55,ZAR
ACC151676,CUS67208,ABSA,Durban Central,632005,ABSAZAJJ,Home Loan,2023-09-15,135122.93,Active,7.32,ZAR
ACC863228,CUS55796,ABSA,Cape Town CBD,632005,ABSAZAJJ,Investment,2020-09-18,454246.02,Active,9.26,ZAR
ACC158085,CUS11768,FNB,Fourways,250655,FIRNZAJJ,Savings,2023-08-10,780630.04,Dormant,5.27,ZAR
ACC747137,CUS59539,Standard Bank,Brooklyn,051001,SBZAZAJJ,Savings,2020-05-21,683699.93,Dormant,5.55,ZAR
ACC480967,CUS59539,TymeBank,Digital,678910,TYMEZAJJ,Investment,2020-03-24,593027.36,Active,11.94,ZAR
ACC492507,CUS59539,Discovery Bank,Lynnwood,679000,DISCJJ,Credit Card,2020-02-09,548915.95,Active,6.87,ZAR
ACC787311,CUS59539,Capitec,Midrand,470010,CABLZAJJ,Home Loan,2023-03-23,709451.55,Dormant,9.72,ZAR
ACC719192,CUS37437,FNB,Tyger Valley,250655,FIRNZAJJ,Current,2023-06-17,443623.64,Active,6.67,ZAR
ACC787290,CUS98830,TymeBank,Digital,678910,TYMEZAJJ,Investment,2022-01-11,189946.6,Dormant,10.11,ZAR
ACC312962,CUS98830,FNB,Menlyn,250655,FIRNZAJJ,Credit Card,2021-04-01,650694.57,Active,5.46,ZAR
ACC696372,CUS30715,FNB,Fourways,250655,FIRNZAJJ,Current,2023-02-27,264568.05,Closed,6.01,ZAR
ACC454507,CUS30715,Capitec,Pinetown,470010,CABLZAJJ,Savings,2022-10-19,657815.08,Dormant,11.57,ZAR
ACC162986,CUS30715,TymeBank,Digital,678910,TYMEZAJJ,Current,2022-10-11,659094.25,Dormant,3.97,ZAR
ACC793773,CUS30715,FNB,Tyger Valley,250655,FIRNZAJJ,Investment,2020-06-27,38851.58,Dormant,10.58,ZAR
ACC657529,CUS86831,Standard Bank,Brooklyn,051001,SBZAZAJJ,Savings,2020-05-28,906230.2,Active,9.09,ZAR
ACC330697,CUS86831,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2024-11-16,630064.71,Closed,11.56,ZAR
ACC325385,CUS55449,FNB,Menlyn,250655,FIRNZAJJ,Current,2024-03-18,316268.31,Active,11.1,ZAR
ACC458817,CUS55449,Standard Bank,Brooklyn,051001,SBZAZAJJ,Home Loan,2024-09-05,87053.75,Active,5.88,ZAR
ACC141950,CUS55449,Nedbank,Musgrave,198765,NEDSZAJJ,Credit Card,2023-05-02,962815.49,Active,11.89,ZAR
ACC768386,CUS55449,ABSA,Pretoria Central,632005,ABSAZAJJ,Investment,2023-07-13,959998.4,Closed,6.59,ZAR
ACC977469,CUS96994,Standard Bank,Rosebank,051001,SBZAZAJJ,Savings,2023-06-05,161199.03,Active,10.62,ZAR
ACC403821,CUS96994,TymeBank,Digital,678910,TYMEZAJJ,Savings,2022-04-13,423177.87,Active,9.87,ZAR
ACC176010,CUS96994,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Savings,2020-02-18,404226.1,Dormant,6.47,ZAR
ACC527656,CUS16909,FNB,Tyger Valley,250655,FIRNZAJJ,Home Loan,2022-01-06,233658.74,Dormant,6.45,ZAR
ACC515858,CUS16909,FNB,Menlyn,250655,FIRNZAJJ,Credit Card,2024-05-16,583287.32,Closed,11.42,ZAR
ACC553358,CUS16909,FNB,Menlyn,250655,FIRNZAJJ,Home Loan,2023-11-19,806273.45,Dormant,10.54,ZAR
ACC844845,CUS16909,TymeBank,Digital,678910,TYMEZAJJ,Current,2021-04-03,152791.84,Active,10.29,ZAR
ACC144333,CUS51664,Capitec,Claremont,470010,CABLZAJJ,Credit Card,2023-01-11,506526.62,Active,9.92,ZAR
ACC697078,CUS51664,Standard Bank,Umhlanga,051001,SBZAZAJJ,Credit Card,2023-12-05,240333.48,Active,10.44,ZAR
ACC941790,CUS51664,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Investment,2021-07-10,277907.12,Active,10.45,ZAR
ACC677938,CUS69523,Standard Bank,Brooklyn,051001,SBZAZAJJ,Investment,2023-04-18,189880.36,Active,11.23,ZAR
ACC643279,CUS44672,ABSA,Sandton,632005,ABSAZAJJ,Investment,2024-02-04,123914.84,Active,8.24,ZAR
ACC686960,CUS75188,Capitec,Midrand,470010,CABLZAJJ,Savings,2021-11-29,975249.85,Active,9.39,ZAR
ACC367215,CUS12664,FNB,Tyger Valley,250655,FIRNZAJJ,Home Loan,2022-02-12,233307.17,Dormant,11.89,ZAR
ACC894623,CUS12664,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Savings,2021-01-24,857355.01,Active,8.6,ZAR
ACC781304,CUS99085,Standard Bank,Century City,051001,SBZAZAJJ,Credit Card,2023-05-10,53685.65,Active,7.16,ZAR
ACC731128,CUS41897,ABSA,Sandton,632005,ABSAZAJJ,Current,2020-12-24,970772.06,Active,4.13,ZAR
ACC687524,CUS41897,FNB,Fourways,250655,FIRNZAJJ,Current,2020-02-12,268240.6,Active,4.89,ZAR
ACC788032,CUS41897,TymeBank,Digital,678910,TYMEZAJJ,Investment,2020-07-02,751539.06,Dormant,3.52,ZAR
ACC366684,CUS41897,Discovery Bank,Ballito,679000,DISCJJ,Investment,2020-08-19,543536.4,Active,6.9,ZAR
ACC239652,CUS69371,Discovery Bank,Sea Point,679000,DISCJJ,Investment,2023-05-30,920092.14,Active,11.04,ZAR
ACC486054,CUS69371,ABSA,Cape Town CBD,632005,ABSAZAJJ,Savings,2022-11-25,61268.75,Active,7.87,ZAR
ACC988376,CUS66583,Nedbank,Musgrave,198765,NEDSZAJJ,Savings,2021-06-25,434993.73,Active,10.86,ZAR
ACC799789,CUS72476,Discovery Bank,Lynnwood,679000,DISCJJ,Investment,2021-02-07,628545.88,Active,5.16,ZAR
ACC595039,CUS29872,FNB,Fourways,250655,FIRNZAJJ,Savings,2024-08-21,110358.51,Active,9.89,ZAR
ACC431515,CUS30793,Capitec,Centurion,470010,CABLZAJJ,Credit Card,2020-04-06,855549.59,Active,10.57,ZAR
ACC728615,CUS30793,TymeBank,Digital,678910,TYMEZAJJ,Savings,2023-09-09,836284.64,Active,9.13,ZAR
ACC490023,CUS30793,Standard Bank,Century City,051001,SBZAZAJJ,Current,2024-03-14,647095.88,Closed,4.41,ZAR
ACC844328,CUS77780,Discovery Bank,Sandton,679000,DISCJJ,Current,2023-11-02,573973.13,Active,4.22,ZAR
ACC773558,CUS82388,Nedbank,Rivonia,198765,NEDSZAJJ,Home Loan,2022-04-27,273275.11,Active,5.56,ZAR
ACC517419,CUS48095,TymeBank,Digital,678910,TYMEZAJJ,Current,2020-10-01,315848.87,Active,4.13,ZAR
ACC187764,CUS48095,Nedbank,Musgrave,198765,NEDSZAJJ,Credit Card,2024-08-30,49960.04,Active,7.54,ZAR
ACC323486,CUS48095,FNB,Fourways,250655,FIRNZAJJ,Credit Card,2024-08-07,236469.79,Active,10.31,ZAR
ACC757188,CUS52279,Standard Bank,Rosebank,051001,SBZAZAJJ,Current,2023-01-20,526480.4,Active,3.83,ZAR
ACC141443,CUS13470,Nedbank,Rivonia,198765,NEDSZAJJ,Current,2020-03-24,390156.85,Active,10.19,ZAR
ACC877318,CUS36467,TymeBank,Digital,678910,TYMEZAJJ,Current,2024-02-25,228727.14,Dormant,3.88,ZAR
ACC885499,CUS36467,FNB,Gateway,250655,FIRNZAJJ,Current,2022-05-10,3596.82,Active,9.93,ZAR
ACC851946,CUS37541,Nedbank,Rivonia,198765,NEDSZAJJ,Savings,2020-02-21,215556.86,Dormant,5.65,ZAR
ACC656005,CUS37541,Discovery Bank,Lynnwood,679000,DISCJJ,Credit Card,2020-07-04,371134.0,Closed,11.69,ZAR
ACC667964,CUS37541,ABSA,Durban Central,632005,ABSAZAJJ,Current,2020-03-22,604383.1,Dormant,6.24,ZAR
ACC552350,CUS80981,TymeBank,Digital,678910,TYMEZAJJ,Investment,2024-02-24,465110.7,Active,10.25,ZAR
ACC386981,CUS81397,FNB,Gateway,250655,FIRNZAJJ,Home Loan,2024-02-01,171928.27,Active,4.27,ZAR
ACC486028,CUS81397,Discovery Bank,Sandton,679000,DISCJJ,Investment,2020-11-17,861427.64,Closed,6.67,ZAR
ACC221932,CUS81397,Capitec,Claremont,470010,CABLZAJJ,Savings,2024-09-19,188813.7,Active,11.77,ZAR
ACC704028,CUS22856,FNB,Tyger Valley,250655,FIRNZAJJ,Home Loan,2023-01-23,54982.95,Active,9.48,ZAR
ACC420841,CUS22856,Nedbank,Rivonia,198765,NEDSZAJJ,Savings,2024-07-28,458443.06,Active,8.32,ZAR
ACC870076,CUS22856,FNB,Tyger Valley,250655,FIRNZAJJ,Investment,2022-02-04,217421.94,Dormant,11.41,ZAR
ACC359264,CUS22856,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Current,2022-06-28,228752.62,Dormant,7.84,ZAR
ACC862177,CUS63432,Capitec,Centurion,470010,CABLZAJJ,Current,2020-09-04,570595.6,Active,5.9,ZAR
ACC829388,CUS37007,Capitec,Claremont,470010,CABLZAJJ,Current,2024-10-01,89753.44,Closed,7.2,ZAR
ACC736403,CUS37007,Capitec,Claremont,470010,CABLZAJJ,Investment,2023-06-30,814502.71,Dormant,3.78,ZAR
ACC959125,CUS37007,ABSA,Pretoria Central,632005,ABSAZAJJ,Current,2021-06-03,993079.59,Active,7.91,ZAR
ACC719508,CUS25875,Standard Bank,Umhlanga,051001,SBZAZAJJ,Credit Card,2024-07-29,823917.46,Dormant,11.85,ZAR
ACC259066,CUS25875,ABSA,Pretoria Central,632005,ABSAZAJJ,Credit Card,2021-06-01,194939.84,Active,8.69,ZAR
ACC132930,CUS25875,Standard Bank,Brooklyn,051001,SBZAZAJJ,Savings,2024-06-16,549124.73,Active,8.73,ZAR
ACC382843,CUS25875,FNB,Fourways,250655,FIRNZAJJ,Home Loan,2020-07-15,491820.81,Active,3.93,ZAR
ACC971811,CUS96214,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2021-04-23,353360.37,Active,9.62,ZAR
ACC246762,CUS96214,TymeBank,Digital,678910,TYMEZAJJ,Current,2022-01-17,366313.98,Active,11.44,ZAR
ACC255045,CUS96214,Nedbank,Hatfield,198765,NEDSZAJJ,Savings,2024-01-07,740777.7,Active,7.59,ZAR
ACC222441,CUS39028,Nedbank,Hatfield,198765,NEDSZAJJ,Investment,2024-05-30,163501.51,Active,7.71,ZAR
ACC607111,CUS39028,FNB,Gateway,250655,FIRNZAJJ,Credit Card,2021-11-16,981114.72,Closed,11.42,ZAR
ACC308455,CUS39028,Standard Bank,Rosebank,051001,SBZAZAJJ,Investment,2023-11-14,277314.35,Dormant,5.15,ZAR
ACC294964,CUS47169,Standard Bank,Century City,051001,SBZAZAJJ,Credit Card,2022-03-11,929104.23,Active,8.58,ZAR
ACC807200,CUS47169,FNB,Fourways,250655,FIRNZAJJ,Investment,2022-04-30,298281.04,Active,4.27,ZAR
ACC527722,CUS47169,Capitec,Midrand,470010,CABLZAJJ,Home Loan,2020-10-25,842325.66,Active,8.44,ZAR
ACC837304,CUS46671,TymeBank,Digital,678910,TYMEZAJJ,Savings,2020-11-19,739586.56,Active,9.74,ZAR
ACC487131,CUS46671,TymeBank,Digital,678910,TYMEZAJJ,Current,2022-12-18,174793.71,Dormant,8.16,ZAR
ACC457020,CUS46671,Discovery Bank,Sea Point,679000,DISCJJ,Savings,2022-04-02,431004.52,Active,9.07,ZAR
ACC113420,CUS46671,TymeBank,Digital,678910,TYMEZAJJ,Investment,2020-09-14,372997.54,Active,6.63,ZAR
ACC501990,CUS83509,Nedbank,Hatfield,198765,NEDSZAJJ,Current,2024-10-05,607628.51,Active,9.75,ZAR
ACC705811,CUS39313,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2020-01-05,393588.45,Active,7.85,ZAR
ACC188219,CUS39313,Discovery Bank,Sea Point,679000,DISCJJ,Home Loan,2021-02-24,303244.93,Active,8.55,ZAR
